ID	from_id	owner_id	text	translation	date
-26284064_1838190	-26284064	-26284064	Саакашвили запретили въезд на Украину на 3 года: http://go.tass.ru/xDEN	Saakashvili was banned from entering Ukraine for 3 years: http://go.tass.ru/xDEN	21.02.2018 18:18
-26284064_1856697	-26284064	-26284064	США одобрили поставки ПТРК Javelin Украине на сумму $47 млн: http://go.tass.ru/xM9P	The United States approved the supply of Javelin ATGM systems to Ukraine in the amount of $ 47 million: http://go.tass.ru/xM9P	02.03.2018 01:14
-26284064_1858480	-26284064	-26284064	Трамп продлил на год санкции в отношении России, принятые в связи с ситуацией на Украине: http://go.tass.ru/xQGO	Trump has extended for a year the sanctions against Russia, adopted in connection with the situation in Ukraine: http://go.tass.ru/xQGO	02.03.2018 18:21
-26284064_1859178	-26284064	-26284064	Порошенко заявил, что Украина ликвидировала возникший дефицит газа благодаря поставкам из стран Европы: http://go.tass.ru/xc8g	Poroshenko said that Ukraine has eliminated the arisen gas shortage thanks to supplies from European countries: http://go.tass.ru/xc8g	03.03.2018 09:41
-26284064_1860005	-26284064	-26284064	В Минэнерго РФ заверили, что спор "Газпрома" с Украиной не угрожает транзиту газа в Европу: http://go.tass.ru/xcNl	The Ministry of Energy of the Russian Federation assured that the dispute between Gazprom and Ukraine does not threaten gas transit to Europe: http://go.tass.ru/xcNl	03.03.2018 16:16
-26284064_1867096	-26284064	-26284064	Кабмин Украины поручил минюсту вместе с "Нафтогазом" изучить возможность ареста активов "Газпрома": http://go.tass.ru/f1fG	The Cabinet of Ministers of Ukraine instructed the Ministry of Justice, together with Naftogaz, to study the possibility of seizing Gazprom's assets: http://go.tass.ru/f1fG	07.03.2018 15:56
-26284064_1869223	-26284064	-26284064	Петр Порошенко пообещал следить, чтобы права русскоязычных на Украине не ущемлялись: http://go.tass.ru/ft2n	Petro Poroshenko promised to ensure that the rights of Russian speakers in Ukraine are not infringed upon: http://go.tass.ru/ft2n	09.03.2018 10:16
-26284064_1869314	-26284064	-26284064	Евросоюз выделит €1 млрд макрофинансовой поддержки Украине: http://go.tass.ru/fto8 Фото: © REUTERS/Yves Herman	The European Union will provide € 1 billion of macro-financial support to Ukraine: http://go.tass.ru/fto8 Photo: © REUTERS / Yves Herman	09.03.2018 11:43
-40316705_23240130	-40316705	-40316705	«Украина только имитирует работу»   ➡ Читать: https://russian.rt.com/world/article/471849-tramp-nazarbaev-minsk-peregovory	“Ukraine only imitates work” ➡ Read: https://russian.rt.com/world/article/471849-tramp-nazarbaev-minsk-peregovory	19.01.2018 11:54
-40316705_23248027	-40316705	-40316705	«Пряник для народа»: США сделали серьёзный шаг в сторону Украины   ➡ Подробнее: https://russian.rt.com/ussr/article/472051-othvatit-vostok-ssha-opublikovali-programmu-po-integracii	Gingerbread for the people: the United States has taken a serious step towards Ukraine ➡ More: https://russian.rt.com/ussr/article/472051-othvatit-vostok-ssha-opublikovali-programmu-po-integracii	19.01.2018 18:04
-40316705_23250208	-40316705	-40316705	Стали известны детали программы США по интеграции Донбасса в экономику Украины и Европы  ➡ Читать далее: https://russian.rt.com/ussr/news/472068-ssha-ukraina-evropa-strategiya	The details of the US program for the integration of Donbass into the economies of Ukraine and Europe have become known ➡ Read more: https://russian.rt.com/ussr/news/472068-ssha-ukraina-evropa-strategiya	19.01.2018 19:59
-40316705_23291019	-40316705	-40316705	Лавров назвал недоговороспособной украинскую власть  ➡ Подробнее: https://russian.rt.com/ussr/news/472862-lavrov-minskie-dogovoryonnosti	Lavrov called the Ukrainian government incapable of negotiation ➡ More: https://russian.rt.com/ussr/news/472862-lavrov-minskie-dogovoryonnosti	21.01.2018 18:23
-40316705_23313148	-40316705	-40316705	Как Украина впервые приобрела и потеряла независимость  ➡ Подробнее: https://russian.rt.com/ussr/article/473168-100-let-nezavisimosti-ukrainy	How Ukraine first gained and lost independence ➡ More: https://russian.rt.com/ussr/article/473168-100-let-nezavisimosti-ukrainy	22.01.2018 18:48
-40316705_23318286	-40316705	-40316705	В ЕС рассказали о «критически важном» вопросе для Украины  ➡ Подробнее: https://russian.rt.com/ussr/news/473246-evrosoyuz-ukraina-antikorrupcionnyi-sud	The EU spoke about a "critical, important" issue for Ukraine ➡ More: https://russian.rt.com/ussr/news/473246-evrosoyuz-ukraina-antikorrupcionnyi-sud	23.01.2018 06:32
-40316705_23318921	-40316705	-40316705	«Пусть за нас платит Украина»  ➡ Подробнее: https://russian.rt.com/world/news/473262-pushkov-ukraina-vznos-se	Let Ukraine pay for us ➡ More: https://russian.rt.com/world/news/473262-pushkov-ukraina-vznos-se	23.01.2018 07:22
-40316705_23373152	-40316705	-40316705	Неудивительно, что у Украины так мало побед — они все засекречены	It is not surprising that Ukraine has so few victories - they are all classified	25.01.2018 14:47
-40316705_23379857	-40316705	-40316705	Порошенко рассказал о перспективах украинской экономики в 2018 году  ➡ Читать далее: https://russian.rt.com/business/news/474223-poroshenko-ekonomika-2018-god	Poroshenko spoke about the prospects of the Ukrainian economy in 2018 ➡ Read more: https://russian.rt.com/business/news/474223-poroshenko-ekonomika-2018-god	25.01.2018 20:06
-40316705_23557044	-40316705	-40316705	Переполох на границе Украины с Польшей   ➡ Читать: https://russian.rt.com/ussr/news/476725-ukraina-mitinguyuschie-granica-polsha	Trouble on the border of Ukraine with Poland ➡ Read: https://russian.rt.com/ussr/news/476725-ukraina-mitinguyuschie-granica-polsha	03.02.2018 11:32
-40316705_23566280	-40316705	-40316705	Прибывшие в Крым немецкие депутаты рассказали о своём отношении к угрозам со стороны Украины  ➡ Читать далее: https://russian.rt.com/russia/news/476828-krym-nemeckie-deputaty-kiev	German deputies who arrived in Crimea spoke about their attitude to threats from Ukraine ➡ Read more: https://russian.rt.com/russia/news/476828-krym-nemeckie-deputaty-kiev	03.02.2018 19:14
-40316705_23567621	-40316705	-40316705	Экономический бумеранг: как антироссийские санкции ударили по экономике Украины  ➡ Читать далее: https://russian.rt.com/ussr/article/476830-ukraina-rossia-sankcii-posledstvia	Economic boomerang: how anti-Russian sanctions hit the Ukrainian economy ➡ Read more: https://russian.rt.com/ussr/article/476830-ukraina-rossia-sankcii-posledstvia	03.02.2018 20:20
-40316705_23579334	-40316705	-40316705	Посол Украины заявил о последствиях для депутатов из ФРГ после визита в Крым   ➡ Подробнее: https://russian.rt.com/ussr/news/477046-ukraina-posledstviya-vizit-krym	The Ambassador of Ukraine announced the consequences for deputies from Germany after a visit to Crimea ➡ More: https://russian.rt.com/ussr/news/477046-ukraina-posledstviya-vizit-krym	04.02.2018 12:25
-40316705_23581388	-40316705	-40316705	На Украине неизвестные бросили бутылку с зажигательной смесью в здание союза венгров  ➡ Подробнее: https://russian.rt.com/ussr/news/477069-ukraina-souz-vengrov	In Ukraine, unidentified persons threw a Molotov cocktail into the building of the Hungarian Union ➡ More: https://russian.rt.com/ussr/news/477069-ukraina-souz-vengrov	04.02.2018 14:07
-40316705_23582848	-40316705	-40316705	В Крыму ответили на угрозы Украины в адрес посетивших полуостров немецких депутатов   ➡ Подробнее: https://russian.rt.com/russia/news/477094-krym-deputaty-germaniya-ukraina-ugrozy	Crimea responded to the threats of Ukraine against the German deputies who visited the peninsula ➡ More: https://russian.rt.com/russia/news/477094-krym-deputaty-germaniya-ukraina-ugrozy	04.02.2018 15:28
-40316705_23594274	-40316705	-40316705	Бывший министр обороны Украины выступил с угрозами в адрес Польши   ➡ Подробнее: https://russian.rt.com/ussr/article/477251-pyatyi-front-ukraina-polsha	Former Minister of Defense of Ukraine made threats against Poland ➡ More information: https://russian.rt.com/ussr/article/477251-pyatyi-front-ukraina-polsha	05.02.2018 09:23
-40316705_23691000	-40316705	-40316705	В МВФ оценили размер теневой экономики на Украине  ➡ Подробнее: https://russian.rt.com/ussr/news/479100-mvf-tenevaya-ekonomika-ukraina	The IMF estimated the size of the shadow economy in Ukraine ➡ More details: https://russian.rt.com/ussr/news/479100-mvf-tenevaya-ekonomika-ukraina	09.02.2018 18:37
-40316705_23783541	-40316705	-40316705	Разведка США сделала заявление насчёт ситуации на Украине  ➡ Подробности:https://russian.rt.com/ussr/news/481136-razvedka-ssha-vybory-ukraina	US intelligence made a statement about the situation in Ukraine ➡ Details: https: //russian.rt.com/ussr/news/481136-razvedka-ssha-vybory-ukraina	14.02.2018 07:04
-40316705_23790363	-40316705	-40316705	Гройсман рассказал о проблемах в экономике Украины  ➡ Подробности: https://russian.rt.com/ussr/news/481359-ukraina-ekonomika-pomosch	Groisman spoke about the problems in the Ukrainian economy ➡ Details: https://russian.rt.com/ussr/news/481359-ukraina-ekonomika-pomosch	14.02.2018 12:57
-40316705_23823329	-40316705	-40316705	Почему Украина не готова воевать с Россией    ➡Подробнее: https://russian.rt.com/ussr/article/482140-ukraina-sud-turchinov-yanukovich	Why Ukraine is not ready to fight with Russia ➡More: https://russian.rt.com/ussr/article/482140-ukraina-sud-turchinov-yanukovich	16.02.2018 04:08
-40316705_23857214	-40316705	-40316705	В НАТО объяснили, почему Украина не может вступить в альянс   ➡ Читать: https://russian.rt.com/ussr/news/483120-nato-ukraina-chlenstvo	The NATO explained why Ukraine cannot join the alliance ➡ Read: https://russian.rt.com/ussr/news/483120-nato-ukraina-chlenstvo	17.02.2018 17:17
-40316705_23885064	-40316705	-40316705	Всемирный банк сделал заявление по долгам Украины  ➡Читать далее: https://russian.rt.com/ussr/news/483632-myuller-ukraina-dolg-obyazatelstva	The World Bank made a statement on Ukraine's debts ➡Read more: https://russian.rt.com/ussr/news/483632-myuller-ukraina-dolg-obyazatelstva	18.02.2018 23:56
-40316705_23997138	-40316705	-40316705	«Украина никогда не была государством в полном смысле этого слова»  ➡Подробнее: https://russian.rt.com/ussr/news/485896-kuchma-ukraina-gosudarstvo	“Ukraine has never been a state in the full sense of the word” ➡More: https://russian.rt.com/ussr/news/485896-kuchma-ukraina-gosudarstvo	24.02.2018 02:56
-40316705_24080791	-40316705	-40316705	Пожарившая яичницу на Вечном огне девушка получит €4 тысячи от Украины   ➡ Подробнее: https://russian.rt.com/ussr/news/487077-espch-yaichnica-vechnyi-ogon	A girl who fried eggs on the Eternal Flame will receive 4,000€ from Ukraine ➡ More: https://russian.rt.com/ussr/news/487077-espch-yaichnica-vechnyi-ogon	27.02.2018 13:40
-40316705_24100360	-40316705	-40316705	Конституционный суд Украины вынес решение по закону о статусе русского языка  ➡ Подробности: https://russian.rt.com/ussr/news/487340-ukraina-nekonstitucionnyi-zakon-russkii-yazyk	The Constitutional Court of Ukraine ruled on the law on the status of the Russian language ➡ Details: https://russian.rt.com/ussr/news/487340-ukraina-nekonstitucionnyi-zakon-russkii-yazyk	28.02.2018 11:58
-40316705_24105075	-40316705	-40316705	«Жизнь украинцев значительно не улучшилась»  ➡ Подробности: https://russian.rt.com/ussr/news/487405-poroshenko-otsutstvie-uluchshenii-ukraina	“The life of Ukrainians has not significantly improved” ➡ Details: https://russian.rt.com/ussr/news/487405-poroshenko-otsutstvie-uluchshenii-ukraina	28.02.2018 15:08
-40316705_24109458	-40316705	-40316705	Львовская опера уволила солиста балета за антиукраинские взгляды   ➡ Подробности: https://russian.rt.com/russia/news/487483-lvovskaya-opera-balet-podderzhka-dnr	Lviv Opera dismissed as ballet soloist for anti-Ukrainian views ➡ Details: https://russian.rt.com/russia/news/487483-lvovskaya-opera-balet-podderzhka-dnr	28.02.2018 18:16
-40316705_24162051	-40316705	-40316705	Украина поставит США один танк    ➡ Подробности: https://russian.rt.com/world/news/487868-smi-ukraina-postavit-ssha-odin-tank	Ukraine will supply the United States with one tank ➡ Details: https://russian.rt.com/world/news/487868-smi-ukraina-postavit-ssha-odin-tank	02.03.2018 14:51
-40316705_24167064	-40316705	-40316705	«Украина наносит Европе удары в спину»    ➡ Читать далее: https://russian.rt.com/ussr/news/487995-mid-vengriya-ukraina-evropa	Ukraine stabs Europe in the back ➡ Read more: https://russian.rt.com/ussr/news/487995-mid-vengriya-ukraina-evropa	02.03.2018 18:47
-40316705_24175700	-40316705	-40316705	«Не хотим решать экономические проблемы Украины»  ➡Читать далее: https://russian.rt.com/ussr/article/488111-ukraina-naftogaz-gazprom-razryv	"We do not want to solve the economic problems of Ukraine" ➡Read more: https: //russian.rt.tsom/ussr/artitsle/488111-ukraina-naftogaz-gazprom-razryv	03.03.2018 05:58
-40316705_24180296	-40316705	-40316705	«Очень надеялись россияне, что Украина начнёт отбор газа из транзита. Не дождутся!»  ➡Читать далее: https://russian.rt.com/ussr/news/488305-poroshenko-gaz-ukraina	“The Russians very much hoped that Ukraine would start taking gas from transit. They won't wait! " ➡Read more: https://russian.rt.com/ussr/news/488305-poroshenko-gaz-ukraina	03.03.2018 09:43
-40316705_24205812	-40316705	-40316705	СМИ рассказали о секретном полигоне, где американцы учат украинцев воевать   ➡ Подробнее: https://russian.rt.com/ussr/news/488517-smi-sekretnyi-poligon-ukraina	The media talked about a secret training ground where Americans teach Ukrainians to fight ➡ More: https://russian.rt.com/ussr/news/488517-smi-sekretnyi-poligon-ukraina	04.03.2018 08:22
-40316705_24274093	-40316705	-40316705	Путин рассказал, как США обманули Россию во время событий на Украине  ➡Подробнее: https://russian.rt.com/ussr/news/489444-putin-ssha-obman-rossia	Putin talks about how the United States deceived Russia during the events in Ukraine ➡Read more: https://russian.rt.com/ussr/news/489444-putin-ssha-obman-rossia	07.03.2018 09:49
-40316705_24322142	-40316705	-40316705	Украина арестовывает имущество «Газпрома»  ➡ Читать далее: https://russian.rt.com/ussr/article/489693-ukraina-arest-imuschestvo-gazprom	Ukraine seizes Gazprom's property ➡ Read more: https://russian.rt.com/ussr/article/489693-ukraina-arest-imuschestvo-gazprom	09.03.2018 10:00
-40316705_24322767	-40316705	-40316705	В Верховной раде выступили с предложением насчёт гимна Украины    ➡ Подробности: https://russian.rt.com/ussr/news/489938-ukraina-gimn-rada	The Verkhovna Rada made a proposal about the anthem of Ukraine ➡ Details: https://russian.rt.com/ussr/news/489938-ukraina-gimn-rada	09.03.2018 10:36
-76982440_1663187	-76982440	-76982440	Поговорили с людьми, которые были захвачены в плен сепаратистами на востоке Украины. Обстоятельства у всех разные — от обычного луганского предпринимателя до кадрового военного. Теперь их выдали украинским властям в рамках долгожданного обмена.   Пообщаться с пленными, вернувшимися из украинских тюрем в ДНР и ЛНР, мы не смогли. Самопровозглашенные республики, в отличие от Киева, не публиковали списки обменянных. Кроме того, почти сразу после обмена в социальных сетях появилась информация о том, что вернувшихся в Донецк и Луганск людей допрашивают местные органы безопасности	We talked with people who were captured by separatists in eastern Ukraine. Everyone's circumstances are different - from an ordinary Luhansk entrepreneur to a career military man. Now they have been handed over to the Ukrainian authorities as part of a long-awaited exchange. We were unable to communicate with the prisoners who returned from Ukrainian prisons to the DPR and LPR. The self-proclaimed republics, unlike Kiev, did not publish lists of exchanged. In addition, almost immediately after the exchange on social networks, information appeared that people who had returned to Donetsk and Lugansk were being interrogated by local security agencies.	17.01.2018 11:58
-76982440_1664729	-76982440	-76982440	«Когда меня приняли, мне инкриминировали статью 343 уголовного кодекса ЛНР — это разжигание вражды по расовому признаку, то есть к русскому населению. Когда стали проверять переписку в фейсбуке, нашли мои сообщения, где я передавал ВСУ и волонтерам координаты позиций сепаратистов. Эти сведения были отнесены к военной тайне — за это мне инкриминировали измену родине и шпионаж в пользу иностранного государства. В скобках было написано: иностранное государство — это Украина»	“When I was arrested, I was charged with Article 343 of the LPR Criminal Code, which is incitement of enmity on racial grounds, that is, towards the Russian population. When they began to check my correspondence on Facebook, they found my messages, where I gave the Ukrainian Armed Forces and volunteers the coordinates of the separatists' positions. This information was classified as a military secret - for this I was charged with treason and espionage in favor of a foreign state. In brackets it was written: a foreign state is Ukraine "	18.01.2018 04:04
-76982440_1665475	-76982440	-76982440	Там прямым текстом сказано, что российские войска оккупировали две украинских области и установили там свою администрацию	It says in plain text that Russian troops occupied two Ukrainian regions and established their own administration there.	18.01.2018 10:46
-76982440_1671864	-76982440	-76982440	Главная тема уходящей недели — нападения на российские школы. Если конечно вы не получаете новости только из телевизора.  Сегодня в итоговых передачах ни один федеральный канал даже не упомянул нападения в Перми и Улан-Удэ. Речь не о сюжетах или репортажах — там вообще не было ни слова о том, что что-то случилось! Зато Украина, Трамп, крещенские купания...	The main topic of the outgoing week is attacks on Russian schools. Unless of course you get your news from TV only. Today, however, all in all not a single federal channel even mentioned the attacks in Perm and Ulan-Ude. This is not about longer stories or reports - there was not a word at all that something had happened! But Ukraine, Trump, Epiphany bathing ...	21.01.2018 16:46
-76982440_1672052	-76982440	-76982440	Во время террористической атаки в Кабуле погибло 18 человек, в том числе минимум шесть граждан Украины. Впрочем, есть версия, что жертв на самом деле намного больше	During the terrorist attack in Kabul, 18 people were killed, including at least six Ukrainian citizens. However, there is a version that there are actually much more victims.	21.01.2018 18:46
-76982440_1672381	-76982440	-76982440	Каково это — попасть в плен к ДНР и ЛНР? Рассказывают граждане Украины, которые совсем недавно вернулись домой в результате обмена пленными.	How does it feel to be captured by the DPR and LPR? Stories by citizens of Ukraine who recently returned home as a result of an exchange of prisoners.	21.01.2018 21:06
-76982440_1675143	-76982440	-76982440	У России есть приграничные конфликты не только с Украиной и Японией, но и с десятком других стран, в том числе и тех, которые границ с Россией вовсе не имеют. Наш отдел «Разбор» рассказывает (и показывает на картах) не самые известные спорные территории	Russia has border conflicts not only with Ukraine and Japan, but also with a dozen other countries, including those that have no borders with Russia at all. Our "Analysis" department talks about (and shows on maps)  the not so famous disputed territories	23.01.2018 07:57
-76982440_1691596	-76982440	-76982440	Польша вводит тюремные сроки за слова о причастности поляков к холокосту. Вот основные положения закона:  Вводятся штрафы и тюремные сроки до трех лет за публичные заявления о причастности поляков к массовому уничтожению евреев в годы Второй мировой войны.  Штрафы и тюремные сроки также предусмотрены за отрицание преступлений украинских националистов против поляков.   Действие закона распространят как на граждан Польши, так и на иностранцев. 	Poland introduces prison terms for words about the involvement of Poles in the Holocaust. Here are the main provisions of the law: Fines and prison sentences of up to three years are introduced for public statements about the involvement of Poles in the mass extermination of Jews during the Second World War. Fines and prison terms are also stipulated for denying the crimes of Ukrainian nationalists against Poles. The law will apply to both Polish citizens and foreigners.	28.01.2018 15:04
-76982440_1694530	-76982440	-76982440	Заместитель мэра украинского города Днепр опубликовал переписку с жительницей Запорожья. Та страшно ругается, что в городе не убирают снег. Но не понимает, что пишет не по адресу.	The deputy mayor of the Ukrainian city of Dnipro has published a correspondence with a resident of Zaporozhye. She is terribly upset that the snow is not cleared in the city - but does not understand that she is writing to the wrong address.	29.01.2018 12:30
-76982440_1699053	-76982440	-76982440	«Дальность действия наших крылатых ракет и их боевое снаряжение не противоречат подписанным Украиной международным соглашениям для такого вида оружия», — сказал Александр Турчинов	The range of action of our cruise missiles and their combat equipment do not contradict the international agreements signed by Ukraine for this type of weapon, said Oleksandr Turchynov	31.01.2018 01:01
-76982440_1700628	-76982440	-76982440	Что такое «Национальная дружина», участники которой на днях маршировали в Киеве и обещали «установить на улицах украинский порядок», а вчера заняли зал заседаний горсовета в Черкассах	What is the "National Druzhina", [an ultra-right paramilitary organization] whose members were marching the other day in Kiev and promised to "establish Ukrainian order on the streets", and yesterday they occupied the meeting room of the City Council in Cherkassy	31.01.2018 19:17
-76982440_1707746	-76982440	-76982440	Погибший пилот - майор Роман Филиппов. «Новая газета» называет его бывшим украинским летчиком из Симферополя.	The deceased pilot is Major Roman Filippov. Novaya Gazeta calls him a former Ukrainian pilot from Simferopol.	04.02.2018 07:39
-76982440_1713414	-76982440	-76982440	«2014 год, когда Россия захватила территорию Украины, Крым, и начала вести себя более агрессивно в Европе, был переходным для НАТО. Это был очень тяжелый момент. И Альянс принял этот вызов».  Поговорили с заместителем генсека НАТО. Говорит, с Россией все непросто.	“2014, when Russia seized the territory of Ukraine, Crimea, and began to behave more aggressively in Europe, was a transitional year for NATO. It was a very difficult moment. And the Alliance has taken up this challenge. " We talked with the NATO Deputy Secretary General. He says everything is not easy with Russia.	06.02.2018 18:31
-76982440_1714134	-76982440	-76982440	Закон, против которого выступили Израиль, Украина и США, а также сами поляки	The law opposed by Israel, Ukraine and the United States, as well as the Poles themselves	07.02.2018 01:43
-76982440_1721352	-76982440	-76982440	Бывший министр обороны Украины Игорь Тенюх, который занимал эту должность в самый разгар хаоса после бегства Януковича, рассказал, что выступал за защиту Крыма от России, а сдал его Совет национальной безопасности.	Former Minister of Defense of Ukraine Igor Tenyukh, who held this position in the midst of chaos after the flight of Yanukovych, said that he advocated the protection of Crimea from Russia, and handed it over to the National Security Council.	10.02.2018 06:37
-76982440_1725283	-76982440	-76982440	ФСБ объявила о задержании в Крыму украинца, собиравшего данные о частях Росгвардии и сотрудниках спецслужб	The FSB announced the arrest in Crimea of ​​a Ukrainian who was collecting data on parts of the National Guard and intelligence officers	12.02.2018 10:13
-76982440_1726569	-76982440	-76982440	Суд санкционировал арест украинца на два месяца.	The court authorized the arrest of the Ukrainian for two months.	12.02.2018 22:30
-76982440_1741085	-76982440	-76982440	Украинские националисты продолжают громить российские банки и здание Россотрудничества.	Ukrainian nationalists continue to smash Russian banks and the Rossotrudnichestvo [Federal Agency for the Commonwealth of Independent States Affairs, Compatriots Living Abroad, and International Humanitarian Cooperation] building.	18.02.2018 15:15
-76982440_1741214	-76982440	-76982440	Украинец Александр Абраменко выиграл золото Олимпиады, россиянин Илья Буров - бронзу.	Ukrainian Alexander Abramenko won Olympic gold, Russian Ilya Burov - bronze.	18.02.2018 15:55
-76982440_1762435	-76982440	-76982440	По данным следствия, именно подполковник украинской армии Николай Маломен отдал приказ открыть огонь по автобусу с гражданскими лицами под Донецком.	According to the investigation, it was the lieutenant colonel of the Ukrainian army, Nikolai Malomen, who gave the order to open fire on a bus with civilians near Donetsk.	27.02.2018 08:36
-76982440_1774909	-76982440	-76982440	Украина закрыла школы из-за нехватки газа.	Ukraine has closed schools due to gas shortages.	02.03.2018 14:38
-76982440_1775547	-76982440	-76982440	«Газпром» отказался поставлять газ Украине. Петр Порошенко борется с этим хэштегом.	Gazprom refused to supply gas to Ukraine. Petro Poroshenko is fighting this hashtag.	02.03.2018 18:38
-76982440_1776967	-76982440	-76982440	Вчера на Украине из-за нехватки газа рекомендовали временно закрыть школы и детские сады	Yesterday in Ukraine, due to lack of gas, it was recommended to temporarily close schools and kindergartens	03.03.2018 09:31
-76982440_1785911	-76982440	-76982440	«Если Украина покажет, что она способна реально проводить реформы, у Путина не остается аргументов. И мы тогда выиграем идеологическую борьбу во всем регионе. Мы боремся с олигархатом Грузии и Украины, но олигархат – это тоже чисто российское явление. Поэтому когда мне говорят: что ты, грузин, делаешь в Украине — все очень просто: это наша общая борьба, это наши общие вызовы, и это будет наша общая победа».  Впечатляющее по амбициозности интервью депортированного из Украины Михаила Саакашвили. Обещает, в частности, в самом скором будущем сделать из Украины сверхдержаву и лидера восточно-европейского региона.	“If Ukraine shows that it is capable of really carrying out reforms, Putin will have no arguments. And then we will win the ideological struggle in the entire region. We are fighting the oligarchy of Georgia and Ukraine, but oligarchy is also a purely Russian phenomenon. Therefore, when they tell me: what are you, a Georgian, doing in Ukraine, everything is very simple: this is our common struggle, these are our common challenges, and this will be our common victory." An impressively ambitious interview with Mikhail Saakashvili, deported from Ukraine. He promises, in particular, in the very near future to make Ukraine a superpower and leader of the Eastern European region.	07.03.2018 06:47
